CreditScore,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Male,Female,NumOfProducts_1,NumOfProducts_2,NumOfProducts_3,NumOfProducts_4,France,Spain,Germany
654,32,2,0,1,1,51972.92,0,1,1,0,0,0,0,1,0
659,27,4,0,1,0,99341.87,1,0,0,1,0,0,0,1,0
674,44,4,131593.85,0,1,171345.02,0,1,1,0,0,0,0,0,1
576,44,9,119530.52,1,0,119056.68,1,0,1,0,0,0,0,0,1
566,54,4,118614.6,1,1,172601.62,1,0,0,1,0,0,0,0,1
545,37,9,95829.13,0,1,104936.88,1,0,0,1,0,0,0,0,1
798,36,1,0,1,1,159044.1,1,0,0,1,0,0,1,0,0
757,38,0,0,1,0,83263.06,1,0,1,0,0,0,1,0,0
641,50,6,153590.73,1,1,130910.78,1,0,0,1,0,0,1,0,0
718,29,2,0,1,0,126336.72,1,0,1,0,0,0,1,0,0
699,64,9,113109.52,1,0,27980.8,1,0,1,0,0,0,1,0,0
623,35,0,130557.24,1,1,47880.71,0,1,1,0,0,0,1,0,0
644,40,8,93183.19,1,0,73882.49,1,0,1,0,0,0,1,0,0
586,58,7,151933.63,1,0,162960.05,1,0,1,0,0,0,1,0,0
500,30,2,125495.64,1,1,68807.47,1,0,0,1,0,0,0,0,1
583,42,7,0,1,0,144039.05,0,1,0,1,0,0,1,0,0
595,26,8,118547.72,1,1,151192.18,0,1,1,0,0,0,0,0,1
670,43,1,97792.21,0,0,120225.62,1,0,1,0,0,0,0,1,0
610,41,6,0,0,0,56118.81,1,0,0,0,1,0,1,0,0
814,72,2,0,0,1,130853.03,0,1,0,1,0,0,0,1,0
660,40,8,167181.01,1,1,185156.94,0,1,1,0,0,0,1,0,0
580,35,9,121355.19,0,1,35671.45,1,0,1,0,0,0,0,0,1
850,81,1,0,1,1,59568.24,0,1,0,1,0,0,1,0,0
676,35,0,0,0,0,139911.58,1,0,0,1,0,0,0,1,0
578,46,5,113226.47,1,0,56770.76,1,0,1,0,0,0,1,0,0
579,33,1,118392.75,1,1,157564.75,0,1,1,0,0,0,1,0,0
711,52,8,145262.54,0,1,131473.31,0,1,1,0,0,0,0,0,1
692,40,6,163505.16,0,0,90424.09,1,0,1,0,0,0,1,0,0
760,33,1,118114.28,0,1,156660.21,0,1,0,1,0,0,0,1,0
630,51,0,108449.23,0,0,88372.69,0,1,0,0,1,0,0,0,1
808,32,1,0,1,1,46200.71,1,0,0,1,0,0,1,0,0
611,36,10,103294.56,1,0,160548.12,0,1,1,0,0,0,0,0,1
697,42,1,0,1,0,1262.83,0,1,1,0,0,0,1,0,0
655,38,6,0,1,1,188639.28,0,1,1,0,0,0,1,0,0
601,28,6,0,1,0,14665.28,1,0,0,1,0,0,0,1,0
755,42,2,119919.12,1,0,156868.21,1,0,1,0,0,0,1,0,0
553,37,1,0,1,0,30461.55,1,0,1,0,0,0,1,0,0
723,28,4,0,1,1,123885.88,1,0,0,1,0,0,1,0,0
507,34,4,0,1,1,60688.38,0,1,0,1,0,0,0,1,0
777,43,1,0,1,0,21785.91,1,0,0,1,0,0,1,0,0
566,34,3,0,0,0,188135.69,1,0,1,0,0,0,1,0,0
732,26,7,0,1,0,154364.66,1,0,0,1,0,0,1,0,0
697,42,10,0,1,0,61312.15,0,1,0,1,0,0,1,0,0
555,29,4,128744.04,1,1,47454.93,1,0,1,0,0,0,1,0,0
584,62,9,137727.34,0,1,121102.9,0,1,0,1,0,0,0,0,1
705,44,10,106731.58,1,0,137419.87,0,1,1,0,0,0,0,0,1
688,38,7,123544.21,1,1,157664.02,0,1,1,0,0,0,1,0,0
626,37,2,133968.96,1,0,148689.65,0,1,0,1,0,0,1,0,0
636,76,9,126534.6,1,1,39789.62,1,0,1,0,0,0,0,1,0
719,35,8,0,1,1,165162.4,0,1,1,0,0,0,0,1,0
706,30,6,87609.68,0,0,137674.55,1,0,0,1,0,0,0,1,0
731,41,3,0,1,0,101371.72,1,0,0,1,0,0,0,1,0
738,49,3,0,1,1,65066.48,1,0,0,0,1,0,0,1,0
426,34,9,0,1,0,107876.91,1,0,0,1,0,0,1,0,0
622,36,0,108960,1,0,111180.3,0,1,0,1,0,0,0,1,0
701,30,2,0,1,0,115650.63,0,1,0,1,0,0,0,1,0
512,51,6,144953.31,1,1,165035.17,1,0,1,0,0,0,1,0,0
635,41,4,103544.88,1,0,193746.55,1,0,0,1,0,0,1,0,0
685,33,6,0,1,0,58458.26,1,0,1,0,0,0,1,0,0
609,53,7,0,0,1,52332.85,1,0,0,1,0,0,1,0,0
598,38,1,101487.18,1,1,75959.1,1,0,1,0,0,0,0,0,1
708,52,10,105355.81,1,0,123.07,1,0,1,0,0,0,1,0,0
574,36,4,77967.5,1,0,167066.95,1,0,1,0,0,0,0,1,0
629,44,5,0,0,0,117572.59,1,0,0,0,0,1,1,0,0
422,54,4,0,1,1,7166.71,0,1,0,1,0,0,0,1,0
656,28,8,120047.77,1,1,137173.39,1,0,1,0,0,0,0,1,0
697,32,7,175464.85,1,0,116442.42,1,0,0,0,1,0,1,0,0
718,52,8,79475.3,1,1,32421.32,1,0,0,0,1,0,1,0,0
586,37,8,167735.69,0,1,104665.79,1,0,0,1,0,0,0,0,1
481,37,8,0,1,0,44215.86,0,1,0,1,0,0,0,1,0
749,33,1,74385.98,1,0,20164.47,0,1,1,0,0,0,1,0,0
561,49,5,94754,1,1,26691.31,1,0,1,0,0,0,0,0,1
676,27,4,0,0,1,107955.67,1,0,1,0,0,0,0,1,0
615,43,3,86920.86,1,1,150048.37,1,0,1,0,0,0,0,0,1
582,39,1,132077.48,1,0,192255.15,0,1,0,1,0,0,1,0,0
601,40,10,127847.86,0,0,173245.68,1,0,1,0,0,0,1,0,0
708,34,3,0,0,1,121457.88,1,0,1,0,0,0,1,0,0
708,42,9,176702.36,1,1,104804.74,1,0,0,1,0,0,0,0,1
797,33,10,83555.58,0,0,69767.14,0,1,1,0,0,0,0,0,1
682,26,8,0,1,0,178373.43,1,0,0,1,0,0,1,0,0
694,39,9,0,0,0,99924.04,0,1,0,1,0,0,0,1,0
490,40,1,0,1,1,49594.19,0,1,1,0,0,0,1,0,0
828,42,10,0,1,1,186071.14,1,0,1,0,0,0,0,1,0
594,38,7,96858.35,1,0,77511.45,0,1,1,0,0,0,0,1,0
579,33,1,0,1,1,54816.57,1,0,0,1,0,0,0,1,0
723,35,0,0,0,1,61290.99,0,1,0,1,0,0,1,0,0
619,42,8,132796.04,1,1,191821.35,0,1,0,0,1,0,0,0,1
794,30,1,154970.54,0,1,156768.45,0,1,1,0,0,0,0,1,0
674,44,3,88902.21,1,0,73731.32,1,0,1,0,0,0,0,0,1
418,28,7,98738.92,1,0,122190.22,1,0,1,0,0,0,1,0,0
502,33,8,0,1,1,123509.01,1,0,0,1,0,0,1,0,0
678,50,6,0,1,0,8199.5,0,1,1,0,0,0,1,0,0
599,40,10,137456.28,1,1,14113.11,1,0,0,1,0,0,0,0,1
736,29,4,0,0,0,51705.01,1,0,0,1,0,0,1,0,0
430,60,7,73937.02,1,0,161937.62,0,1,1,0,0,0,1,0,0
537,45,7,158621.04,1,0,120892.96,0,1,1,0,0,0,1,0,0
683,30,1,113257.2,1,1,65035.02,1,0,1,0,0,0,0,1,0
828,31,9,0,0,1,164257.37,1,0,1,0,0,0,1,0,0
691,29,9,116536.43,1,0,51987.99,0,1,1,0,0,0,1,0,0
608,28,4,0,1,0,10899.63,0,1,0,1,0,0,0,1,0
691,60,6,101070.69,1,0,177355.8,0,1,1,0,0,0,1,0,0
718,39,6,0,0,1,63889.1,1,0,0,1,0,0,0,1,0
680,31,3,127331.46,1,1,176433.6,0,1,0,0,1,0,0,0,1
838,41,5,0,1,0,81313.51,0,1,0,1,0,0,0,1,0
695,31,5,0,0,1,13998.88,0,1,0,1,0,0,0,1,0
681,46,0,105969.42,1,0,5771.56,1,0,1,0,0,0,1,0,0
762,36,5,119547.46,1,1,42693.65,1,0,1,0,0,0,1,0,0
751,38,7,0,0,0,90839.61,1,0,0,1,0,0,0,1,0
678,28,5,138668.18,1,1,54144.01,1,0,1,0,0,0,0,1,0
634,37,7,51582.5,1,1,184312.88,0,1,0,1,0,0,1,0,0
749,37,7,0,1,0,20306.79,1,0,0,1,0,0,1,0,0
590,37,6,169902.92,1,1,128256.18,1,0,1,0,0,0,0,1,0
610,27,4,87262.4,1,0,182720.07,0,1,0,1,0,0,1,0,0
502,33,7,0,0,1,4082.52,1,0,0,1,0,0,1,0,0
578,40,7,0,0,0,102233.73,0,1,0,1,0,0,1,0,0
547,32,2,0,1,0,132002.83,0,1,0,1,0,0,1,0,0
579,27,9,0,1,0,126838.7,0,1,0,1,0,0,1,0,0
661,39,5,0,0,0,181461.46,1,0,0,1,0,0,1,0,0
794,46,6,0,1,0,195325.74,1,0,0,1,0,0,1,0,0
719,61,5,0,0,1,29132.43,1,0,0,1,0,0,1,0,0
728,69,1,0,1,1,131804.86,0,1,0,1,0,0,1,0,0
598,19,3,150348.37,1,1,173784.04,1,0,1,0,0,0,0,0,1
822,46,3,115074.02,1,0,26249.86,0,1,0,1,0,0,0,0,1
670,40,3,0,1,1,182650.15,0,1,1,0,0,0,0,1,0
850,28,8,99986.98,1,0,196582.55,1,0,1,0,0,0,1,0,0
723,68,3,110357,0,0,141977.54,0,1,1,0,0,0,0,0,1
705,42,8,166685.92,1,1,55313.51,1,0,0,1,0,0,0,0,1
677,40,7,95312.8,1,1,62944.75,1,0,1,0,0,0,0,1,0
736,43,4,202443.47,1,0,72375.03,1,0,1,0,0,0,1,0,0
661,47,0,109493.62,0,0,188324.01,0,1,1,0,0,0,0,0,1
501,38,9,88977.39,0,1,133403.07,1,0,0,1,0,0,0,0,1
516,29,2,104982.57,1,0,157378.5,0,1,1,0,0,0,1,0,0
517,59,8,154110.99,1,0,101240.08,0,1,0,1,0,0,0,0,1
766,32,6,185714.28,1,1,102502.5,1,0,1,0,0,0,1,0,0
520,23,3,116022.53,1,1,37577.66,0,1,0,1,0,0,0,0,1
541,46,6,0,1,1,83456.67,1,0,0,1,0,0,1,0,0
790,34,2,164011.48,1,0,199420.41,0,1,1,0,0,0,0,0,1
797,31,9,0,1,1,24748.89,1,0,0,1,0,0,1,0,0
811,40,1,101514.89,1,1,121765,1,0,1,0,0,0,1,0,0
722,32,4,0,1,1,113666.48,0,1,0,1,0,0,0,1,0
675,28,9,0,1,0,134110.93,1,0,1,0,0,0,1,0,0
660,39,9,134599.33,1,0,183095.87,1,0,0,1,0,0,0,0,1
566,32,10,147511.26,1,1,159891.03,1,0,1,0,0,0,0,1,0
768,25,0,78396.08,1,1,8316.19,1,0,1,0,0,0,1,0,0
610,31,5,0,0,0,63736.36,0,1,0,1,0,0,0,1,0
715,31,3,110581.29,1,1,94715.24,0,1,1,0,0,0,1,0,0
750,42,8,151836.36,1,0,68695.38,1,0,0,1,0,0,0,0,1
431,45,5,83624.55,0,0,36899.62,1,0,0,1,0,0,0,0,1
704,24,2,148197.15,1,0,182775.08,1,0,0,1,0,0,1,0,0
535,30,5,122924.75,0,0,62390.59,0,1,1,0,0,0,0,1,0
614,38,4,72594,1,1,76042.48,0,1,1,0,0,0,1,0,0
748,38,4,115221.36,0,1,70956.75,1,0,1,0,0,0,1,0,0
492,51,8,117808.74,1,1,67311.12,1,0,0,1,0,0,0,0,1
573,40,7,147754.68,1,1,110454.46,1,0,1,0,0,0,1,0,0
706,53,3,0,0,0,88479.02,0,1,0,0,1,0,0,1,0
680,31,10,113292.17,1,1,122639.73,1,0,1,0,0,0,1,0,0
458,36,5,0,1,0,79723.78,1,0,0,1,0,0,0,1,0
612,44,2,115163.38,1,1,97677.52,1,0,1,0,0,0,0,0,1
809,50,10,118098.62,1,1,100720.02,1,0,1,0,0,0,0,0,1
590,39,9,0,1,1,104730.52,1,0,0,1,0,0,1,0,0
602,35,8,0,1,1,22499.29,1,0,1,0,0,0,1,0,0
540,37,0,120825.7,1,0,28257.89,1,0,1,0,0,0,0,1,0
494,25,6,0,0,1,109988.09,1,0,0,1,0,0,1,0,0
797,29,1,0,0,1,149991.32,1,0,1,0,0,0,1,0,0
526,61,6,133845.28,1,1,45180.8,1,0,0,1,0,0,0,0,1
631,38,7,0,1,0,181605.85,1,0,0,1,0,0,0,1,0
576,29,5,108541.04,1,1,126469.09,0,1,1,0,0,0,1,0,0
405,39,10,0,1,0,160810.85,1,0,1,0,0,0,1,0,0
555,30,1,0,0,0,88146.86,1,0,0,1,0,0,1,0,0
750,37,2,113817.06,0,0,88333.74,0,1,1,0,0,0,0,1,0
665,28,8,137300.23,1,0,90174.83,1,0,1,0,0,0,1,0,0
640,37,5,158024.38,1,0,81298.09,1,0,1,0,0,0,0,1,0
457,33,7,127837.54,0,1,60013.17,0,1,1,0,0,0,1,0,0
695,36,4,161533,1,0,100940.91,1,0,1,0,0,0,1,0,0
645,31,7,161171.7,1,0,12599.94,1,0,0,1,0,0,1,0,0
647,32,9,80958.36,1,1,128590.73,1,0,1,0,0,0,0,1,0
808,25,7,0,0,1,23180.37,1,0,0,1,0,0,0,1,0
641,33,2,146193.6,1,1,55796.83,1,0,0,1,0,0,1,0,0
700,29,8,0,0,1,152097.02,1,0,0,1,0,0,0,1,0
660,26,4,115021.76,0,1,162443.05,1,0,1,0,0,0,0,0,1
615,41,1,126773.43,1,1,55551.26,1,0,1,0,0,0,0,1,0
705,40,3,92889.91,1,1,109496.69,0,1,1,0,0,0,0,0,1
718,48,9,0,1,1,72105.63,1,0,0,1,0,0,1,0,0
754,61,5,146622.35,1,1,41815.22,1,0,1,0,0,0,1,0,0
713,45,4,131038.14,1,0,74005.04,1,0,1,0,0,0,0,0,1
587,46,6,88820.29,0,0,70224.34,0,1,1,0,0,0,1,0,0
569,31,1,115406.97,0,0,145528.22,1,0,1,0,0,0,0,1,0
568,38,3,132951.92,0,1,124486.28,0,1,1,0,0,0,1,0,0
634,74,5,108891.7,1,0,10078.02,1,0,1,0,0,0,0,0,1
770,46,5,141788.63,0,0,164967.21,0,1,0,1,0,0,0,0,1
676,64,4,116954.32,1,1,91149.48,0,1,1,0,0,0,0,1,0
723,47,10,90450,0,0,103379.31,0,1,0,1,0,0,0,0,1
614,39,8,125997.22,1,1,128049.34,0,1,1,0,0,0,0,0,1
601,41,3,0,1,0,54342.83,0,1,0,1,0,0,0,1,0
592,60,9,0,1,1,13614.01,1,0,0,0,0,1,1,0,0
605,36,9,0,0,1,35521.63,0,1,0,1,0,0,0,1,0
752,31,4,144637.86,1,0,40496.72,0,1,0,1,0,0,0,1,0
677,29,3,86616.35,0,0,91903.9,0,1,1,0,0,0,1,0,0
850,31,8,0,1,0,178667.7,1,0,0,1,0,0,1,0,0
608,48,2,127924.25,1,0,32202.61,0,1,0,1,0,0,0,0,1
786,34,9,0,1,0,117034.32,0,1,0,1,0,0,0,1,0
777,29,9,131240.61,1,1,163746.09,0,1,1,0,0,0,1,0,0
667,31,5,0,1,1,20346.69,1,0,0,1,0,0,0,1,0
848,35,5,120046.74,1,0,84710.65,1,0,0,1,0,0,0,1,0
486,39,8,97819.36,0,1,120531.31,0,1,1,0,0,0,1,0,0
598,64,1,62979.93,1,1,152273.57,0,1,1,0,0,0,0,1,0
506,40,3,0,1,1,144345.58,0,1,1,0,0,0,1,0,0
612,46,9,161450.03,1,1,96961,1,0,1,0,0,0,0,0,1
545,30,3,0,1,0,170307.43,1,0,0,1,0,0,1,0,0
793,56,8,119496.25,1,0,29880.99,1,0,0,1,0,0,1,0,0
682,30,9,0,1,1,195104.91,0,1,0,1,0,0,1,0,0
517,62,1,43772.66,1,0,187756.24,1,0,0,0,1,0,1,0,0
684,32,9,100249.41,0,1,67599.69,1,0,0,1,0,0,1,0,0
692,46,2,0,1,1,105983.09,1,0,0,1,0,0,0,1,0
740,60,5,108028.08,0,0,25980.42,0,1,0,1,0,0,1,0,0
666,71,1,53013.29,1,1,112222.64,1,0,0,1,0,0,0,0,1
693,68,2,0,1,1,59864.96,1,0,0,1,0,0,1,0,0
757,33,1,122088.67,1,0,42581.09,1,0,1,0,0,0,0,0,1
684,18,9,90544,0,1,4777.23,1,0,1,0,0,0,0,0,1
691,35,6,0,0,1,178038.17,1,0,0,1,0,0,0,1,0
842,44,3,141252.18,0,1,128521.16,1,0,0,0,0,1,1,0,0
482,35,5,147813.05,0,0,109029.72,0,1,0,1,0,0,1,0,0
735,55,6,134140.68,1,0,2267.88,1,0,1,0,0,0,1,0,0
681,63,7,0,1,1,55054.48,0,1,0,1,0,0,1,0,0
616,31,8,0,0,1,76456.17,0,1,1,0,0,0,1,0,0
850,35,2,128548.49,1,0,75478.95,0,1,0,0,0,1,1,0,0
635,43,10,122198.21,0,1,179144.54,1,0,0,1,0,0,1,0,0
638,42,8,145177.84,1,0,193471.74,1,0,1,0,0,0,0,0,1
820,31,2,94222.53,1,0,103570.8,0,1,1,0,0,0,0,1,0
694,58,1,143212.22,0,0,102628.56,0,1,1,0,0,0,0,0,1
713,41,3,0,1,0,55772.04,1,0,0,1,0,0,1,0,0
543,41,6,143350.41,1,1,192070.16,1,0,1,0,0,0,0,0,1
649,41,3,130931.83,1,1,144808.37,0,1,1,0,0,0,1,0,0
777,30,4,137851.31,1,0,5008.23,0,1,1,0,0,0,1,0,0
561,33,6,0,0,0,173680.39,1,0,0,1,0,0,1,0,0
724,41,5,0,0,1,115753.94,1,0,1,0,0,0,0,1,0
665,51,8,0,1,1,38928.48,0,1,1,0,0,0,0,1,0
441,60,1,140614.15,0,1,174381.23,1,0,1,0,0,0,1,0,0
579,22,3,118680.57,1,1,49829.8,1,0,1,0,0,0,0,1,0
777,35,7,122917.69,1,1,76169.68,1,0,1,0,0,0,0,0,1
739,36,0,0,0,0,133465.57,0,1,0,1,0,0,1,0,0
660,40,5,131754.11,1,1,38761.61,1,0,0,1,0,0,1,0,0
554,35,8,0,1,1,176779.46,0,1,0,1,0,0,1,0,0
850,24,6,0,1,1,13159.9,0,1,0,1,0,0,1,0,0
842,35,9,119948.09,1,0,48217.97,0,1,1,0,0,0,0,0,1
785,38,1,0,1,0,134964.85,0,1,1,0,0,0,1,0,0
550,25,0,0,1,1,184221.11,1,0,0,1,0,0,1,0,0
750,39,6,0,0,0,19264.33,0,1,0,1,0,0,0,1,0
490,38,3,97266.1,1,1,92797.23,0,1,1,0,0,0,0,1,0
605,28,10,113690.83,1,0,33114.24,1,0,1,0,0,0,0,0,1
563,42,6,99056.22,1,0,154347.95,0,1,0,1,0,0,0,1,0
675,34,8,0,1,1,184842.21,1,0,0,1,0,0,1,0,0
621,36,7,116338.68,1,1,155743.48,0,1,1,0,0,0,0,1,0
850,40,6,97339.99,0,1,88815.25,1,0,1,0,0,0,1,0,0
711,41,3,0,1,1,193747.57,1,0,0,1,0,0,1,0,0
549,55,1,137592.31,0,1,116548.02,0,1,0,1,0,0,0,0,1
764,34,6,108760.27,1,0,166324.79,1,0,0,1,0,0,0,0,1
627,30,3,128770.88,1,1,40199.01,1,0,0,1,0,0,0,0,1
850,34,2,0,0,0,51919.04,0,1,0,1,0,0,1,0,0
614,36,1,44054.84,1,1,73329.08,0,1,1,0,0,0,0,1,0
685,44,2,119657.53,1,0,145387.05,0,1,1,0,0,0,0,0,1
683,49,7,108797.63,0,0,140763.18,0,1,0,1,0,0,0,0,1
643,35,2,0,0,0,67979.35,1,0,0,1,0,0,0,1,0
561,49,1,102025.32,1,0,133051.64,0,1,1,0,0,0,0,0,1
601,20,9,122446.61,1,0,86791.9,0,1,0,1,0,0,0,1,0
766,27,7,158786.67,0,1,47579.25,0,1,0,1,0,0,1,0,0
699,29,3,125689.29,1,1,151623.71,1,0,1,0,0,0,1,0,0
850,29,1,154640.41,1,1,164039.51,1,0,1,0,0,0,0,0,1
792,50,4,146710.76,1,0,16528.4,0,1,1,0,0,0,0,0,1
636,67,7,136709.35,0,1,66753.1,1,0,1,0,0,0,0,0,1
850,43,5,129305.09,0,1,19244.58,1,0,0,1,0,0,0,0,1
628,40,10,0,1,0,103832.58,1,0,0,1,0,0,0,1,0
736,63,10,0,0,1,502.7,0,1,0,1,0,0,1,0,0
711,21,0,82844.33,0,1,1408.68,0,1,0,1,0,0,1,0,0
583,22,2,0,0,1,5985.36,0,1,0,1,0,0,0,1,0
757,46,0,0,1,0,37460.05,1,0,0,1,0,0,1,0,0
749,33,10,76692.22,0,1,30396.43,0,1,1,0,0,0,0,0,1
705,34,7,117715.84,1,0,2498.67,1,0,1,0,0,0,1,0,0
585,54,8,87105.32,1,1,55346.14,1,0,1,0,0,0,1,0,0
437,43,6,0,1,0,148330.97,0,1,1,0,0,0,1,0,0
741,64,2,69311.16,1,1,59237.72,0,1,1,0,0,0,1,0,0
738,26,9,0,1,1,48644.94,1,0,0,1,0,0,1,0,0
586,33,10,66948.67,1,1,140759.03,0,1,0,1,0,0,0,1,0
627,57,9,0,1,1,107712.42,0,1,0,1,0,0,1,0,0
551,76,2,128410.71,1,1,181718.73,1,0,0,1,0,0,0,1,0
606,38,3,99897.53,0,0,37054.65,1,0,1,0,0,0,0,0,1
674,22,3,0,1,1,173940.59,1,0,1,0,0,0,1,0,0
584,31,6,152622.34,1,0,99298.8,0,1,1,0,0,0,0,0,1
590,40,8,0,1,0,62933.03,1,0,0,1,0,0,1,0,0
585,56,4,138227.19,1,1,55287.84,1,0,0,1,0,0,1,0,0
508,25,2,111395.53,0,1,48197.06,0,1,1,0,0,0,1,0,0
458,44,7,84386.57,1,0,178642.73,1,0,1,0,0,0,0,0,1
692,36,3,0,1,1,8282.22,0,1,0,1,0,0,1,0,0
502,33,5,174673.65,1,0,33300.56,1,0,0,1,0,0,0,0,1
518,46,3,0,1,0,76515.79,1,0,0,1,0,0,1,0,0
660,46,5,109019.65,1,1,33680.56,1,0,0,1,0,0,0,0,1
698,52,1,107906.75,1,0,168886.39,0,1,1,0,0,0,0,0,1
678,54,7,128914.97,0,0,191746.23,1,0,1,0,0,0,1,0,0
773,63,9,111179.83,1,1,93091.02,1,0,1,0,0,0,0,1,0
619,52,8,124099.13,0,0,23904.52,0,1,1,0,0,0,0,0,1
684,59,9,122471.09,0,1,15807.07,1,0,1,0,0,0,0,0,1
635,34,3,134692.4,1,1,83773.02,1,0,0,1,0,0,1,0,0
680,25,4,123816.5,1,1,90162.35,0,1,1,0,0,0,1,0,0
608,34,3,106288.54,1,1,36639.25,1,0,1,0,0,0,0,0,1
603,55,7,127723.25,1,0,139469.11,0,1,0,1,0,0,0,0,1
579,43,2,145843.82,1,1,198402.37,1,0,1,0,0,0,0,1,0
756,34,2,148200.72,0,0,194584.48,0,1,1,0,0,0,0,0,1
611,30,2,104145.65,0,0,159629.64,1,0,1,0,0,0,1,0,0
532,24,8,142755.25,0,0,34231.48,1,0,1,0,0,0,0,0,1
684,63,3,81245.79,1,0,69643.31,0,1,1,0,0,0,0,0,1
647,33,3,168560.46,0,0,90270.16,0,1,0,1,0,0,0,0,1
583,38,8,0,1,0,47848.56,1,0,1,0,0,0,1,0,0
774,42,2,132193.94,1,1,162865.52,1,0,0,1,0,0,0,0,1
677,58,9,0,0,1,168650.4,1,0,1,0,0,0,1,0,0
542,25,8,139330.1,0,0,54372.37,1,0,1,0,0,0,0,0,1
613,29,0,0,0,1,133897.32,1,0,0,1,0,0,0,1,0
666,40,5,0,1,0,147878.05,1,0,0,1,0,0,1,0,0
777,28,2,134571.5,0,1,118313.38,0,1,1,0,0,0,1,0,0
581,50,2,143829.2,1,0,181224.24,1,0,0,1,0,0,0,0,1
705,32,7,0,1,0,7921.57,1,0,0,1,0,0,1,0,0
673,44,8,133444.97,0,1,5708.19,0,1,1,0,0,0,1,0,0
594,23,4,104753.84,1,0,56756.52,0,1,0,1,0,0,0,0,1
648,51,2,116574.84,1,0,4121.04,0,1,1,0,0,0,0,0,1
605,41,10,0,0,1,97213.09,1,0,0,1,0,0,1,0,0
734,40,9,176914.8,1,1,12799.23,0,1,1,0,0,0,1,0,0
572,36,8,68348.18,0,1,50400.32,0,1,0,1,0,0,1,0,0
595,33,9,0,1,1,41447.86,0,1,0,1,0,0,1,0,0
749,42,2,56726.83,0,1,185543.35,1,0,0,1,0,0,1,0,0
573,46,3,65269.23,0,1,189988.65,1,0,1,0,0,0,0,1,0
624,33,6,66220.17,0,1,170819.01,1,0,1,0,0,0,0,1,0
703,56,9,0,0,0,85547.33,1,0,1,0,0,0,1,0,0
665,41,8,96147.55,1,0,137037.97,0,1,1,0,0,0,1,0,0
648,42,4,0,1,0,19283.14,1,0,0,1,0,0,1,0,0
850,48,2,0,1,0,169425.3,1,0,1,0,0,0,0,1,0
569,32,8,145330.43,1,1,132038.65,0,1,1,0,0,0,0,0,1
566,21,3,0,1,1,3626.47,0,1,0,1,0,0,1,0,0
537,47,4,124192.28,1,1,50881.51,0,1,0,1,0,0,0,0,1
706,46,7,111288.18,1,1,149170.25,0,1,1,0,0,0,0,0,1
734,43,7,107805.67,0,0,182505.68,1,0,1,0,0,0,1,0,0
586,36,5,103700.69,1,0,194072.56,0,1,1,0,0,0,0,0,1
612,38,1,0,1,1,9209.21,0,1,0,1,0,0,1,0,0
648,34,0,0,1,1,167931.81,1,0,1,0,0,0,1,0,0
557,27,3,87739.08,1,1,123096.56,0,1,1,0,0,0,1,0,0
643,20,0,133313.34,1,1,3965.69,0,1,1,0,0,0,0,1,0
433,49,10,0,1,1,87711.61,0,1,1,0,0,0,1,0,0
643,41,7,154902.66,1,1,49667.28,1,0,1,0,0,0,0,0,1
488,36,0,0,1,0,136675.22,0,1,0,1,0,0,1,0,0
758,68,6,112595.85,1,0,35865.44,1,0,1,0,0,0,0,0,1
743,39,3,119695.75,0,1,26136.13,1,0,1,0,0,0,0,0,1
730,47,7,0,1,0,33373.26,0,1,1,0,0,0,1,0,0
746,49,7,0,0,1,10096.25,1,0,0,1,0,0,0,1,0
666,59,8,152614.51,1,1,188782.3,0,1,0,1,0,0,0,0,1
580,33,7,131647.01,0,0,79775.19,0,1,0,1,0,0,0,0,1
850,27,6,96654.72,0,0,152740.16,1,0,0,1,0,0,1,0,0
563,22,3,137583.04,0,1,5791.85,1,0,1,0,0,0,1,0,0
766,28,3,62717.84,1,1,13182.43,0,1,0,1,0,0,0,0,1
659,32,9,95377.13,0,1,187551.24,1,0,1,0,0,0,1,0,0
607,28,1,135936.1,1,1,110560.14,1,0,0,1,0,0,0,1,0
644,35,5,161591.11,1,1,63795.62,1,0,0,0,1,0,0,0,1
746,47,8,142382.03,1,1,62086.62,1,0,1,0,0,0,1,0,0
588,33,2,0,1,1,12483.56,1,0,0,1,0,0,0,1,0
691,30,9,0,0,1,10963.04,1,0,0,1,0,0,0,1,0
666,38,6,127043.09,1,1,8247,0,1,1,0,0,0,1,0,0
640,46,3,0,1,1,156260.08,0,1,1,0,0,0,0,1,0
611,29,4,78885.88,1,1,26927.69,0,1,0,1,0,0,0,0,1
651,45,8,95922.9,1,0,84782.42,0,1,1,0,0,0,0,1,0
529,29,8,0,1,0,19842.11,0,1,0,1,0,0,1,0,0
676,36,3,91711.59,1,1,95393.43,0,1,1,0,0,0,1,0,0
639,46,10,110031.09,1,1,133995.59,0,1,0,1,0,0,0,0,1
782,36,5,81210.72,0,1,108003.38,1,0,0,1,0,0,1,0,0
641,32,5,122947.92,1,1,99154.86,1,0,1,0,0,0,0,0,1
697,38,1,182065.85,1,0,49503.5,0,1,1,0,0,0,1,0,0
623,45,0,0,1,0,196533.72,1,0,1,0,0,0,1,0,0
494,41,2,69974.66,1,0,188426.13,0,1,0,1,0,0,0,1,0
731,38,10,123711.73,1,0,171340.68,0,1,0,1,0,0,1,0,0
657,44,6,76495.04,1,0,79071.89,1,0,1,0,0,0,1,0,0
744,38,9,0,0,0,20940.76,0,1,0,1,0,0,1,0,0
